ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
855,2,1542214,1866071,2897286,64.407555,2897286,64.407555,0,1866071,2897286,64.407555,2897286,64.407555,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,2,1243060,1857686,3693664,50.293858,3693664,50.293858,0,1843692,3693664,49.91499,3693664,49.91499,1259,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0
858,1,0,24566,1243060,1.9762522,1243060,1.9762522,0,24566,1243060,1.9762522,1243060,1.9762522,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,1,0,13617,1309994,1.0394704,1309994,1.0394704,0,13617,1309994,1.0394704,1309994,1.0394704,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
860,1,0,0,10646604,0.0,10646604,0.0,0,0,10646604,0.0,10646604,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,1,0,24676,1673350,1.4746467,1673350,1.4746467,0,23443,1673350,1.4009621,1673350,1.4009621,629,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,1,0,233,1166564,0.019973187,1166564,0.019973187,0,233,1166564,0.019973187,1166564,0.019973187,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,2,0,212667,1368732,15.537519,1368732,15.537519,0,212667,1368732,15.537519,1368732,15.537519,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
875,1,0,0,1480744,0.0,1480744,0.0,0,0,1480744,0.0,1480744,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,1,0,7281,1546312,0.47086227,1546312,0.47086227,0,7073,1546312,0.45741093,1546312,0.45741093,319,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
877,1,0,30818,3169120,0.9724466,3169120,0.9724466,0,30818,3169120,0.9724466,3169120,0.9724466,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,4,0,371309,1013572,36.63371,1013572,36.63371,0,371309,1013572,36.63371,1013572,36.63371,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,1,0,2567,22380544,0.011469784,22380544,0.011469784,0,2567,22380544,0.011469784,22380544,0.011469784,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,1,0,0,2895920,0.0,2895920,0.0,0,0,2895920,0.0,2895920,0.0,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,2,0,36557,2774346,1.3176799,2774346,1.3176799,0,36557,2774346,1.3176799,2774346,1.3176799,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,5,4098,237743,1064114,22.341873,1064114,22.341873,0,237743,1064114,22.341873,1064114,22.341873,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,1,236318,998090,5365648,18.60148,5601966,17.81678,0,330224,5365648,6.1544104,5365648,6.1544104,577,90,0,0,90,0,0,0,0,0,90,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,3,113378,597528,10479952,5.701629,10479952,5.701629,0,113673,10479952,1.084671,10479952,1.084671,829,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0
889,1,113378,618009,5828722,10.602821,5828722,10.602821,0,224445,5828722,3.8506725,5828722,3.8506725,785,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0
890,2,0,319545,5528202,5.78027,5528202,5.78027,0,18815,5528202,0.34034574,5528202,0.34034574,770,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0
891,1,0,1707,5528202,0.030878032,5528202,0.030878032,0,1707,5528202,0.030878032,5528202,0.030878032,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,1,0,1707,5510444,0.03097754,5510444,0.03097754,0,1707,5510444,0.03097754,5510444,0.03097754,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,1,113378,544971,7263022,7.503364,7263022,7.503364,0,138769,7263022,1.9106234,7263022,1.9106234,776,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0
894,1,0,401914,5518640,7.282845,5518640,7.282845,0,102327,5518640,1.8542068,5518640,1.8542068,772,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0
895,2,75130,279715,4386226,6.3771224,4386226,6.3771224,0,279715,4386226,6.3771224,4386226,6.3771224,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,1,0,5278,1531286,0.3446776,1531286,0.3446776,0,5278,1531286,0.3446776,1531286,0.3446776,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,2,0,86834,2113202,4.10912,2113202,4.10912,0,83806,2113202,3.96583,2113202,3.96583,2835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
899,1,0,38564,2905482,1.3272841,2905482,1.3272841,0,38564,2905482,1.3272841,2905482,1.3272841,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,1,0,634,905658,0.07000435,905658,0.07000435,0,634,905658,0.07000435,905658,0.07000435,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,1,0,4408,5457170,0.08077446,5457170,0.08077446,0,4408,5457170,0.08077446,5457170,0.08077446,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,2,590112,1259620,2482022,50.749752,3072134,41.001465,0,671171,2482022,27.041302,2482022,27.041302,924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
904,1,0,24155,1258086,1.91998,1258086,1.91998,0,24155,1258086,1.91998,1258086,1.91998,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,1,0,23892,1221204,1.9564298,1221204,1.9564298,0,23892,1221204,1.9564298,1221204,1.9564298,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,1,0,22556,1176126,1.9178218,1176126,1.9178218,0,22556,1176126,1.9178218,1176126,1.9178218,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,1,0,23669,1221204,1.9381692,1221204,1.9381692,0,23669,1221204,1.9381692,1221204,1.9381692,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,1,0,23780,1258086,1.8901728,1258086,1.8901728,0,23780,1258086,1.8901728,1258086,1.8901728,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,1,0,25683,3557064,0.7220281,3557064,0.7220281,0,25683,3557064,0.7220281,3557064,0.7220281,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,2,2486120,3420883,6887372,49.668915,6887372,49.668915,0,3420883,6887372,49.668915,6887372,49.668915,1044,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
912,2,3592580,8134701,13076718,62.20751,13076718,62.20751,0,7222582,13076718,55.232372,13076718,55.232372,1527,61,14,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,61,14,0,0,0,0,0,0,47
913,1,0,0,1034062,0.0,1034062,0.0,0,0,1034062,0.0,1034062,0.0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,2,94254,338244,1192518,28.363848,1192518,28.363848,0,337899,1192518,28.334919,1192518,28.334919,274,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,2,389310,3518007,3550234,99.092255,3550234,99.092255,0,3518026,3550234,99.09279,3550234,99.09279,573,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
918,1,0,35192,1161100,3.030919,1161100,3.030919,0,35192,1161100,3.030919,1161100,3.030919,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,5,207632,1732905,5876532,29.488565,6084164,28.48222,0,1330296,5876532,22.637434,5876532,22.637434,936,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0
920,2,259540,2231729,9652156,23.12156,9911696,22.516115,0,1820990,9652156,18.866148,9652156,18.866148,974,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0
924,1,1366,49518,2625452,1.8860753,2625452,1.8860753,0,3757,2625452,0.14309917,2625452,0.14309917,711,68,68,0,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,2,0,175333,5891558,2.976004,5891558,2.976004,0,175155,5891558,2.9729826,5891558,2.9729826,359,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
926,2,0,167211,8895392,1.8797486,8895392,1.8797486,0,172236,8895392,1.9362384,8895392,1.9362384,445,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
927,1,0,42038,2849476,1.4752887,2849476,1.4752887,0,42204,2849476,1.4811144,2849476,1.4811144,455,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
928,2,0,181483,3083062,5.886453,3083062,5.886453,0,186874,3083062,6.0613117,3083062,6.0613117,467,4,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,1,0
929,2,0,92591,1871420,4.9476333,1871420,4.9476333,0,92448,1871420,4.939992,1871420,4.939992,313,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
930,2,2095444,3112187,20313786,15.320565,20313786,15.320565,0,3112187,20313786,15.320565,20313786,15.320565,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,1,0,217,3636292,0.0059676175,3636292,0.0059676175,0,217,3636292,0.0059676175,3636292,0.0059676175,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,2,1758042,3422384,6469376,52.9013,6469376,52.9013,0,3367603,6469376,52.054523,6469376,52.054523,802,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
935,2,1020402,1648940,5842382,28.223763,5842382,28.223763,0,1647902,5842382,28.205997,5842382,28.205997,444,7,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0
937,2,1020402,1664813,4746850,35.071953,4746850,35.071953,0,1666259,4746850,35.102417,4746850,35.102417,425,11,1,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,7,1
938,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,1,0,2186,976690,0.22381718,976690,0.22381718,0,2186,976690,0.22381718,976690,0.22381718,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,1,0,952,1394686,0.06825909,1394686,0.06825909,0,952,1394686,0.06825909,1394686,0.06825909,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,1,0,79,2951926,0.0026762187,2951926,0.0026762187,0,79,2951926,0.0026762187,2951926,0.0026762187,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,2,68300,482730,8626290,5.5960326,8626290,5.5960326,0,480840,8626290,5.574123,8626290,5.574123,1193,3,2,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
947,2,2718340,3499320,5242708,66.74642,5242708,66.74642,0,3264164,5242708,62.26103,5242708,62.26103,1465,33,31,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,32,31,0,0,0,1,0,0,0
948,2,1189786,2424082,7358642,32.941975,7358642,32.941975,0,1818749,7358642,24.715824,7358642,24.715824,1479,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0
950,2,86058,1761033,3207368,54.90586,3207368,54.90586,0,621633,3207368,19.381405,3207368,19.381405,1689,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0
951,2,0,110056,2038072,5.4000053,2038072,5.4000053,0,110056,2038072,5.4000053,2038072,5.4000053,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,2,491760,1548454,11826828,13.092725,11826828,13.092725,0,1001605,11826828,8.468923,11826828,8.468923,2424,22,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,2
954,1,0,4594,13033006,0.03524897,13033006,0.03524897,0,4594,13033006,0.03524897,13033006,0.03524897,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,3,779986,1148838,12798054,8.976662,12798054,8.976662,0,1148838,12798054,8.976662,12798054,8.976662,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,1,0,1510,2364546,0.06386004,2364546,0.06386004,0,1510,2364546,0.06386004,2364546,0.06386004,4476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,1,0,442,2415088,0.01830161,2415088,0.01830161,0,442,2415088,0.01830161,2415088,0.01830161,4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,2,0,43193,1850930,2.3335836,1850930,2.3335836,0,43193,1850930,2.3335836,1850930,2.3335836,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,1,0,2959,2650040,0.11165869,2650040,0.11165869,0,2656,2650040,0.100224905,2650040,0.100224905,561,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
968,1,107914,112571,2566714,4.3858023,2674628,4.208847,0,4657,2566714,0.18143821,2566714,0.18143821,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,1,0,0,1596854,0.0,1596854,0.0,0,0,1596854,0.0,1596854,0.0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1,0,18525,3225126,0.57439613,3225126,0.57439613,0,18525,3225126,0.57439613,3225126,0.57439613,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,1,0,15942,2749758,0.57976013,2749758,0.57976013,0,15942,2749758,0.57976013,2749758,0.57976013,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,2,217194,469411,1717062,27.338034,1717062,27.338034,0,469074,1717062,27.318407,1717062,27.318407,482,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
973,2,121574,306604,1621442,18.909342,1621442,18.909342,0,306604,1621442,18.909342,1621442,18.909342,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,2,121574,306604,1621442,18.909342,1621442,18.909342,0,306604,1621442,18.909342,1621442,18.909342,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,2,0,291962,2819424,10.355377,2819424,10.355377,0,291962,2819424,10.355377,2819424,10.355377,285,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
977,3,948004,2048010,3313916,61.800297,3313916,61.800297,0,1725938,3313916,52.081524,3313916,52.081524,552,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,1
978,2,377016,3035395,5569182,54.503426,5569182,54.503426,0,2561315,5569182,45.990868,5569182,45.990868,490,62,53,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,62,53,0,0,0,9,0,0,0
979,1,0,55217,5069226,1.089259,5069226,1.089259,0,55217,5069226,1.089259,5069226,1.089259,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,1,21856,28311,4920332,0.575388,4942188,0.57284343,0,6455,4920332,0.13119033,4920332,0.13119033,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,1,0,0,1236230,0.0,1236230,0.0,0,0,1236230,0.0,1236230,0.0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1,0,94309,6840928,1.3785995,6840928,1.3785995,0,94309,6840928,1.3785995,6840928,1.3785995,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,1,0,8641,1025866,0.84231275,1025866,0.84231275,0,8641,1025866,0.84231275,1025866,0.84231275,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,2,0,14140461,22380544,63.181934,22380544,63.181934,0,11510569,22380544,51.43114,22380544,51.43114,4786,415,410,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,0,414,410,0,0,0,2,0,0,2
988,4,0,206914,1592756,12.990941,1592756,12.990941,0,206914,1592756,12.990941,1592756,12.990941,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,4,0,204320,1592756,12.828079,1592756,12.828079,0,204320,1592756,12.828079,1592756,12.828079,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,4,0,201672,1592756,12.661826,1592756,12.661826,0,201672,1592756,12.661826,1592756,12.661826,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,4,0,188038,1592756,11.805826,1592756,11.805826,0,188038,1592756,11.805826,1592756,11.805826,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,4,0,208104,1592756,13.065655,1592756,13.065655,0,208104,1592756,13.065655,1592756,13.065655,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,4,0,209315,1592756,13.141686,1592756,13.141686,0,209315,1592756,13.141686,1592756,13.141686,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,4,0,172663,1592756,10.840518,1592756,10.840518,0,172663,1592756,10.840518,1592756,10.840518,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,4,0,203710,1592756,12.789781,1592756,12.789781,0,203710,1592756,12.789781,1592756,12.789781,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,4,0,214476,1592756,13.465716,1592756,13.465716,0,214476,1592756,13.465716,1592756,13.465716,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,4,0,209113,1592756,13.1290045,1592756,13.1290045,0,209113,1592756,13.1290045,1592756,13.1290045,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,4,0,215045,1592756,13.50144,1592756,13.50144,0,215045,1592756,13.50144,1592756,13.50144,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,4,0,213826,1592756,13.424907,1592756,13.424907,0,213826,1592756,13.424907,1592756,13.424907,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,4,0,200128,1592756,12.564888,1592756,12.564888,0,200128,1592756,12.564888,1592756,12.564888,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,4,0,179871,1592756,11.293067,1592756,11.293067,0,179871,1592756,11.293067,1592756,11.293067,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,4,0,190294,1592756,11.947467,1592756,11.947467,0,190294,1592756,11.947467,1592756,11.947467,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,4,0,166443,1592756,10.45,1592756,10.45,0,166443,1592756,10.45,1592756,10.45,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,4,0,213222,1592756,13.386985,1592756,13.386985,0,213222,1592756,13.386985,1592756,13.386985,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,2,524544,2092775,7265754,28.803274,7265754,28.803274,0,1914545,7265754,26.350258,7265754,26.350258,2085,12,7,0,2,1,1,0,0,1,2,0,0,0,0,1,0,0,1,9,7,0,2,0,0,0,0,0
1008,1,0,2151,3196440,0.067293614,3196440,0.067293614,0,2059,3196440,0.06441541,3196440,0.06441541,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1,0,3202,1346876,0.23773532,1346876,0.23773532,0,3202,1346876,0.23773532,1346876,0.23773532,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,2,21856,164821,2766150,5.9584985,2766150,5.9584985,0,162145,2766150,5.8617573,2766150,5.8617573,632,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
1014,1,0,2469,4581564,0.053889893,4581564,0.053889893,0,2469,4581564,0.053889893,4581564,0.053889893,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1,0,63977,5938002,1.0774163,5938002,1.0774163,0,63977,5938002,1.0774163,5938002,1.0774163,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1,0,0,4924430,0.0,4924430,0.0,0,0,4924430,0.0,4924430,0.0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1,0,124208,2868600,4.329917,2868600,4.329917,0,124208,2868600,4.329917,2868600,4.329917,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,2,882436,2136139,4623910,46.197678,4623910,46.197678,0,1793532,4623910,38.78821,4623910,38.78821,1494,21,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,3,0,0,0
1020,1,0,197558,22380544,0.8827221,22380544,0.8827221,0,197558,22380544,0.8827221,22380544,0.8827221,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,2,0,348209,9512824,3.6604166,9512824,3.6604166,0,346752,9512824,3.6451006,9512824,3.6451006,1200,9,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,8,0
1022,2,2141888,3248654,3047546,106.599014,5189434,62.60132,0,1106766,3047546,36.31663,3047546,36.31663,805,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1025,1,0,17743,1707500,1.0391215,1707500,1.0391215,0,17743,1707500,1.0391215,1707500,1.0391215,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
